click,protected_attribute,senior,displayrandom,rank,user_id,impression_id,product_id,cat0,cat1,cat2,cat3,cat4,cat5,cat6,cat7,cat8,cat9,cat10,cat11,cat12,num16,num17,num18,num19,num20,num21,num22,num23,num24,num25,num26,num27,num28,num29,num30,num31,num32,num33,num34,num35,num36,num37,num38,num39,num40,num41,num42,num43,num44,num45,num46,num47,num48,num49,num50
0,0,1,1,1,31020,175316,45953,6,6,334,27,54,1243,2452,216,90,1321,550,0,0,-0.10787601644309379,-0.18874255263627565,-0.1341959255229818,-0.49403383870946865,-0.4848064329298511,0.8166424816994509,0.7366973205295679,-0.4652758724039414,-0.5195463194115342,-0.5444777299954066,-0.2374935537477767,-0.29582022241074063,-0.08792005269060413,-0.6540597047787919,-0.6281939142549848,-0.4579574329101019,0.03957299687093405,0.09566025209004517,0.01954613876721947,0.6665724192813429,0.07376349447070203,-0.3156478693562072,-0.29350084891572525,-0.31405214903129725,0.044876026121170504,-0.3330330649874419,-0.5428009989604194,0.07488422018401235,-0.751636578153206,-0.299223409989556,-0.6475405472913942,-0.25276795455160106,-0.5771731202806132,-0.2643592267711209,-0.737298687011279
0,0,1,0,3,515,129699,10569,8,8,284,97,43,1243,92,438,101,673,0,0,0,-0.10787601644309379,-0.18874255263627565,-0.1341959255229818,-0.49403383870946865,-0.6724055074330274,-0.6331214444662319,-0.4449791568926003,-0.5607592749206031,-0.5195463194115342,-0.5444777299954066,0.985737926809344,0.08228984598821994,-0.26209694215674373,-0.5565013388321222,1.1894786068390983,-0.174452869560551,-0.0033828013995491836,-0.24532571908190617,-0.023178709807442098,-1.0261510218925483,-0.2625621008478449,-0.3156478693562072,-0.29350084891572525,-0.31405214903129725,0.0016106953484470413,-0.3330330649874419,-0.5428009989604194,-0.2586585127708873,0.5037308647454563,-0.5236675518634917,1.0882246332032017,0.9355630630393735,-0.5771731202806132,0.5077901210474981,0.6102872161404168
0,1,1,0,1,12859,134573,51550,6,6,31,38,114,1243,905,0,1699,673,0,0,0,-0.10787601644309379,-0.18874255263627565,-0.1341959255229818,-0.49403383870946865,-0.11740434114587041,-0.2885949176741491,0.19130817710395184,0.33953414073071536,-0.5195463194115342,-0.5444777299954066,-0.14205818476704168,-0.10507494579885354,-0.17500849742367394,-0.6540597047787919,0.49197777613729204,-0.4579574329101019,0.09019947340400358,-0.22546245862528763,0.06816406990390332,0.6665724192813429,-0.2399248011629427,-0.3156478693562072,-0.29350084891572525,-0.31405214903129725,0.09410898872461446,-0.3330330649874419,-0.5428009989604194,-0.23620852112969212,-0.1115100892425144,0.08415856459898685,0.4221543475779806,-0.1600554868481089,-0.5771731202806132,-0.2643592267711209,-0.0635057354354311
0,1,1,0,1,18781,84169,17843,3,3,113,38,49,1243,234,1401,1900,1321,550,0,0,-0.10787601644309379,-0.18874255263627565,-0.1341959255229818,-0.49403383870946865,-0.6724055074330274,-0.6331214444662319,-0.4449791568926003,-0.5959098101993615,-0.5195463194115342,-0.5444777299954066,-0.33292892272851166,-0.29582022241074063,-0.34918538688981354,-0.6540597047787919,-0.765832971004583,-0.14380372757681578,0.13622354297952136,-0.3876790856876723,0.11236218911907046,-1.0261510218925483,-0.39838589895725807,-0.3156478693562072,-0.29350084891572525,-0.31405214903129725,0.13886622745501803,-0.3330330649874419,-0.5428009989604194,-0.3933584626180583,-0.987700688089481,-0.5236675518634917,-0.7789773597037144,-0.34548042225509323,-0.5771731202806132,4.368536860140592,-0.9964498222327589
0,0,1,0,9,19283,76506,11354,8,8,721,73,37,1243,107,2879,846,0,0,0,0,-0.10787601644309379,-0.18874255263627565,-0.1341959255229818,0.08304093529301078,-0.3540787853097228,-0.32173053048013134,1.5002421213254304,-0.5959098101993615,-0.5195463194115342,-0.5444777299954066,-0.33292892272851166,-0.29582022241074063,0.5216990604408845,0.028848856847896516,-0.6412757207020977,2.453711055544745,0.294239515188799,1.621820763840235,0.2641090650911443,0.6665724192813429,1.5645913737192612,-0.3156478693562072,-0.29350084891572525,-0.31405214903129725,0.29253274709607036,-0.3330330649874419,-0.5428009989604194,1.5533765268398656,-0.6364410838778095,-0.5236675518634917,-0.5410883719524238,-0.34548042225509323,-0.5771731202806132,-0.2643592267711209,-0.581808005878391
0,0,1,1,4,10388,112957,55540,8,8,209,92,41,0,697,223,24,934,543,1086,401,0.20141994419268486,0.15093106077083593,0.44523204401740213,-0.20549645170822892,-0.5132421463713751,-0.4409840566611414,-0.35408096632166425,-0.3949322673168037,-0.5195463194115342,-0.08777920332363627,-0.2374935537477767,-0.027369956910830644,-0.34918538688981354,-0.3613846069387826,-0.2015812130122827,-0.12081687108901436,-0.11537470403330906,-0.22877300203472406,-0.14546017296940453,2.359295860455234,-0.25609430093787283,-0.3156478693562072,-0.19434001995595745,-0.22331818804859727,-0.12221766513900288,-0.3330330649874419,-0.5428009989604194,-0.25224422944483155,-0.5340577372031231,-0.26705460543212756,-0.2401517224176438,-0.25276795455160106,-0.15389633352475046,-0.2643592267711209,-0.32265687065691107
1,0,0,1,2,17098,58005,52106,3,3,292,26,84,655,492,180,1595,63,1491,0,0,-0.10787601644309379,-0.18874255263627565,-0.1341959255229818,-0.49403383870946865,-0.6724055074330274,-0.6331214444662319,-0.4449791568926003,0.6908958213293575,-0.5195463194115342,-0.5444777299954066,-0.33292892272851166,-0.29582022241074063,-0.34918538688981354,-0.6540597047787919,0.5260769709902732,-0.174452869560551,1.179435786691257,-0.3876790856876723,1.1141862246628589,0.6665724192813429,-0.39838589895725807,-0.3156478693562072,-0.29350084891572525,-0.31405214903129725,1.1533636386774995,-0.3330330649874419,-0.5428009989604194,-0.3933584626180583,-0.9375207446306707,-0.31454144057244143,0.5056931877772953,-0.34548042225509323,-0.5771731202806132,-0.2643592267711209,-0.892789368144167
0,1,0,0,6,11721,134329,19484,6,6,603,73,102,655,2343,3204,127,840,577,373,0,-0.10787601644309379,-0.18874255263627565,-0.1341959255229818,6.142326062319045,2.9883517969849764,0.21891799377323073,0.3912841963600111,0.3840857522674745,-0.5195463194115342,-0.5444777299954066,-0.33292892272851166,-0.29582022241074063,-0.34918538688981354,4.028741860661357,0.10606778111281409,-0.09016772910527912,-0.04633859967003242,-0.3876790856876723,-0.06295701710109253,-1.0261510218925483,-0.39838589895725807,-0.3156478693562072,-0.29350084891572525,-0.31405214903129725,-0.03867081950891618,-0.3330330649874419,-0.5428009989604194,-0.3933584626180583,1.471116541392219,0.7530364967179572,0.053634097425802656,-0.34548042225509323,-0.5771731202806132,-0.2643592267711209,1.5950615299820405
0,1,1,0,4,20033,100155,52556,8,8,548,73,35,0,133,2879,846,0,0,0,0,-0.10787601644309379,-0.18874255263627565,-0.1341959255229818,-0.34976514520884877,-0.5928238269022013,0.19830307992256296,-0.26318277575072824,1.1190824241176016,-0.5195463194115342,0.3562777680123374,-0.33292892272851166,-0.29582022241074063,-0.34918538688981354,-0.4589429728854523,1.1381135693334066,-0.33536086497516093,0.004287876863037109,-0.3876790856876723,-0.01433908596440867,-1.0261510218925483,-0.39838589895725807,-0.3156478693562072,-0.09792399316486253,-0.1350957709435573,0.010562143094527758,-0.3330330649874419,-0.5428009989604194,-0.3933584626180583,-0.8873408011718605,0.25976447794785196,1.0391741895382922,-0.34548042225509323,0.2576640219101545,-0.2643592267711209,-0.840959141099871
0,1,0,0,17,18002,113770,5667,8,8,923,92,55,489,750,2879,846,0,0,0,0,-0.10787601644309379,-0.17529200131622746,-0.03256839649340541,-0.49403383870946865,-0.6724055074330274,-0.6331214444662319,-0.4449791568926003,-0.579370494659195,0.7634458485307313,-0.5444777299954066,1.8620845638283932,3.0333270400555206,-0.30564116452327866,-0.3613846069387826,-0.07683366691072406,-0.18211515505648482,-0.25191277710734505,-0.2684995229479611,-0.26037528292883905,0.6665724192813429,-0.2819655005777611,0.6555078115373154,-0.29350084891572525,-0.31405214903129725,-0.2385864858380522,0.5826894956863395,0.6465348879625323,-0.2779013627490546,0.9553224781283824,-0.5001619043023825,-0.12102550778746617,1.786906334925226,-0.5771731202806132,-0.2643592267711209,1.0249290324947846
0,1,1,1,7,30151,180607,44066,8,8,643,36,37,1243,100,223,89,1321,550,0,0,-0.10787601644309379,-0.18874255263627565,-0.1341959255229818,1.5257278702992092,3.6678025005392745,3.6587523075842143,0.4276434725883855,1.2172180908590724,0.9918445571340093,1.2570332660200814,0.19149837100489592,0.24108030858907933,-0.30564116452327866,1.1995492482079337,0.8143833444996139,0.0017796968459265628,-0.18287667274406844,-0.18242539430261417,-0.19407810410608836,0.6665724192813429,-0.19788410174812435,0.5423829934677519,2.0534214200946272,1.8334243880215821,-0.17145062774244682,0.4760217902746733,0.858260873090261,-0.19451567951032966,2.43088462384447,1.2882769370850549,0.7300317859319723,0.34940918073129956,1.0925011641009224,-0.2643592267711209,2.5798358438236644
0,0,1,0,6,28622,210537,60982,1,1,127,56,75,1243,75,2879,846,0,0,0,0,-0.10787601644309379,-0.18874255263627565,-0.1341959255229818,-0.34976514520884877,-0.5132421463713751,-0.5981873739562155,-0.4086198806642259,-0.4530854762145753,-0.5195463194115342,-0.5444777299954066,-0.33292892272851166,-0.29582022241074063,-0.34918538688981354,-0.4589429728854523,-0.6413556284618818,-0.41964600543043284,-0.3071416605979664,-0.3876790856876723,-0.31341302598703963,0.6665724192813429,-0.39838589895725807,-0.3156478693562072,-0.29350084891572525,-0.31405214903129725,-0.2922951723145365,-0.3330330649874419,-0.5428009989604194,-0.3933584626180583,-0.6868463724530782,-0.3785875463428725,-0.660109172811574,-0.34548042225509323,-0.5771731202806132,-0.2643592267711209,-0.685468459966983
0,1,1,0,5,15458,71027,7875,8,8,115,46,72,977,518,0,1699,673,0,0,0,2.3664916686431354,1.2697492984318721,0.3795876934598766,-0.49403383870946865,-0.6724055074330274,-0.6331214444662319,-0.4449791568926003,-0.5070409996446432,4.343476457283106,1.1374329526734976,0.14424792217516327,0.9751284419771928,-0.30564116452327866,-0.6540597047787919,-0.6883801094077597,-0.4579574329101019,-0.30100511798789736,-0.37112636864049015,-0.30899321406552294,-1.0261510218925483,-0.385450299137314,1.073485490861188,0.26726145804549833,0.19905555503027272,-0.28781944844149615,0.9768092010489097,3.9652292538843548,-0.3805298959659468,-0.7692785453118266,-0.397367347057486,-0.7050146525992952,0.11808191626236754,0.9816533435544815,-0.2643592267711209,-0.685468459966983
0,0,1,0,1,14923,78826,18387,6,6,488,70,37,1243,92,166,3631,1321,550,0,0,-0.10787601644309379,-0.1483908986761311,-0.12854995168800532,0.08304093529301078,0.521319700529365,-0.3711159156411085,-0.20864386140816665,-0.3917440680187707,-0.5195463194115342,0.3562777680123374,-0.33292892272851166,-0.29582022241074063,-0.34918538688981354,0.07480968702721649,0.08827388821245906,-0.2510757245198891,-0.23350314927713797,-0.3876790856876723,-0.24269603524277222,0.6665724192813429,-0.39838589895725807,-0.3156478693562072,-0.09792399316486253,-0.1350957709435573,-0.22068359034589077,-0.3330330649874419,-0.5428009989604194,-0.3933584626180583,0.5678775591336352,-0.34957154523874867,0.6823407079113564,-0.34548042225509323,0.2576640219101545,-0.2643592267711209,0.6621174431847128
0,1,1,0,5,29385,43638,10847,0,0,437,70,6,1243,109,2879,846,0,0,0,0,-0.10787601644309379,-0.18874255263627565,-0.1341959255229818,-0.49403383870946865,-0.6724055074330274,-0.6331214444662319,-0.4449791568926003,-0.5346600875451842,-0.5195463194115342,-0.5444777299954066,-0.33292892272851166,-0.29582022241074063,-0.34918538688981354,-0.3613846069387826,-0.7124512923035179,-0.39665914894263143,-0.3071416605979664,-0.3876790856876723,-0.31341302598703963,0.6665724192813429,-0.39838589895725807,-0.3156478693562072,-0.29350084891572525,-0.31405214903129725,-0.2922951723145365,-0.3330330649874419,-0.5428009989604194,-0.3933584626180583,-0.8371608577130504,-0.43661954855112023,-0.7280011480427235,-0.34548042225509323,-0.5771731202806132,-0.2643592267711209,-0.789128914055575
0,0,1,0,3,19561,245652,7135,8,8,696,73,44,1243,150,1172,1208,673,0,0,0,-0.10787601644309379,-0.18874255263627565,-0.1341959255229818,0.3715783222942505,-0.19491542424807046,-0.33959253791461624,-0.026847480266294604,-0.3509109195826525,-0.5195463194115342,-0.5444777299954066,-0.14205818476704168,-0.29582022241074063,0.10802894795880295,0.22396558874123607,-0.5523062562003225,0.06307798081339702,-0.3071416605979664,-0.3876790856876723,-0.15871960873395466,2.359295860455234,-0.13644000260338982,-0.3156478693562072,-0.29350084891572525,-0.31405214903129725,-0.13564483675812394,-0.3330330649874419,-0.5428009989604194,-0.13357998791279993,-0.5360811969601892,-0.26252354192637717,-0.575072513059751,-0.1600554868481089,-0.5771731202806132,-0.2643592267711209,-0.9964498222327589
0,1,1,0,5,24058,29237,7875,8,8,115,46,72,977,518,0,1699,673,0,0,0,0.8200118654642421,1.1531197414051464,0.21020847841058263,-0.34976514520884877,-0.3540787853097228,-0.411578325913879,-0.4267995187784131,-0.5550766617632433,1.0642135861521262,-0.5444777299954066,-0.06722016060843687,-0.29582022241074063,-0.10969216387387158,-0.4589429728854523,-0.6257826770087191,-0.44263286191823425,-0.3040733892929319,0.04269155753906243,-0.3104664847060285,0.6665724192813429,0.02202109519092558,-0.015942721520738997,-0.29350084891572525,-0.31405214903129725,-0.28931135639917627,-0.05043494933774365,0.9253470841082604,0.023569953575566252,-0.5927496858856872,-0.4946515507593679,-0.6452379643973861,-0.08735269361849993,-0.5771731202806132,-0.2643592267711209,-0.581808005878391
1,1,1,0,1,9657,169094,5913,5,5,562,54,13,0,75,156,1303,56,153,676,219,-0.10787601644309379,-0.17529200131622746,-0.12854995168800532,-0.49403383870946865,-0.6724055074330274,-0.6331214444662319,-0.4449791568926003,-0.44079866842473503,-0.5195463194115342,-0.5444777299954066,-0.046622815786306705,-0.29582022241074063,-0.17500849742367394,-0.5565013388321222,-0.6306471648594875,-0.33536086497516093,-0.23657142058217248,-0.3313998477272531,-0.24711584716428894,0.6665724192813429,-0.34664349967748165,-0.3156478693562072,-0.29350084891572525,-0.31405214903129725,-0.22515931421893112,-0.3330330649874419,-0.5428009989604194,-0.3420441960096122,-0.9375207446306707,-0.41928786122494405,-0.6498832503519872,-0.06734301914461677,-0.5771731202806132,-0.2643592267711209,-0.840959141099871
0,0,1,1,11,26270,77358,54564,0,3,14,65,22,1243,100,223,89,1321,550,0,0,-0.10787601644309379,-0.18874255263627565,-0.1341959255229818,0.5158470157948704,0.18373494858501288,-0.6331214444662319,-0.4449791568926003,10.223204336175504,-0.5195463194115342,-0.5444777299954066,-0.33292892272851166,-0.29582022241074063,-0.34918538688981354,0.028848856847896516,8.930500822556036,-0.13614144208088197,-0.3071416605979664,-0.3876790856876723,-0.31341302598703963,0.6665724192813429,-0.39838589895725807,-0.3156478693562072,-0.29350084891572525,-0.31405214903129725,-0.23709457788037208,-0.30243135237148616,-0.38381959311330643,-0.3933584626180583,-0.44786439173049464,4.768529992849813,8.718312527822988,-0.34548042225509323,-0.5771731202806132,-0.2643592267711209,-0.42631732474550305
0,0,0,0,13,27770,26366,2960,7,7,967,54,72,688,94,117,346,938,550,0,0,-0.10787601644309379,-0.18874255263627565,-0.1341959255229818,1.9585339508010688,0.6804830615910173,-0.33618184513109206,0.5367213012735087,0.4453354749216517,-0.5195463194115342,-0.5444777299954066,-0.1379426922763232,-0.29582022241074063,0.02094050322573314,0.8093157844212547,0.14165556691352418,-0.051856301625610085,0.2819664299686609,-0.19235702453092343,0.2331703816405273,-1.0261510218925483,-0.2269892013429986,-0.3156478693562072,-0.29350084891572525,-0.31405214903129725,0.26120267998478786,-0.3330330649874419,-0.5428009989604194,-0.2233799544775806,-0.23500153620732794,0.7240204956138334,0.08761823853312987,-0.1560574149728199,-0.5771731202806132,-0.2643592267711209,0.14381517274175287
0,0,1,0,2,15807,79325,17843,6,6,113,38,49,1243,234,1401,1900,1321,550,0,0,-0.10787601644309379,-0.11887801388338289,0.02263063174646192,-0.49403383870946865,-0.6724055074330274,-0.6331214444662319,-0.4449791568926003,-0.5550766617632433,-0.5195463194115342,-0.5444777299954066,-0.33292892272851166,-0.29582022241074063,-0.34918538688981354,-0.6540597047787919,-0.721722240021138,-0.4579574329101019,1.030624628397083,-0.3876790856876723,0.9712789725338186,-1.0261510218925483,-0.39838589895725807,-0.3156478693562072,-0.29350084891572525,-0.31405214903129725,1.0086485667825278,-0.3330330649874419,-0.5428009989604194,-0.3933584626180583,-0.987700688089481,-0.5097694246679703,-0.7368543314691555,-0.34548042225509323,-0.5771731202806132,-0.2643592267711209,-0.9964498222327589
0,1,1,0,5,24888,204784,11167,3,3,606,8,89,0,35,1412,846,0,0,0,0,-0.10787601644309379,-0.18874255263627565,-0.1341959255229818,-0.34976514520884877,-0.5928238269022013,-0.6156544092112236,-0.35408096632166425,0.05742056477852914,-0.5195463194115342,-0.5444777299954066,-0.33292892272851166,-0.29582022241074063,-0.34918538688981354,-0.4589429728854523,-0.12525282659180145,-0.32003629398329336,-0.19054735100665474,-0.3876790856876723,-0.20144445730861624,-1.0261510218925483,-0.39838589895725807,-0.3156478693562072,-0.29350084891572525,-0.31405214903129725,-0.17891016753084743,-0.3330330649874419,-0.5428009989604194,-0.3933584626180583,-0.6364410838778095,0.5209084878849665,-0.16726281977182433,-0.34548042225509323,-0.5771731202806132,-0.2643592267711209,-0.581808005878391
